carat,depth,table,price
1.22,61.7,56,7085
1.21,61.6,55,7086
1.48,61.3,58,7086
1.3,61.8,56,7087
1.18,61.9,55,7087
1.33,62.7,56,7088
1.21,62.3,56,7088
1.72,60.5,59,7089
1.23,62.9,57,7089
1.33,61.5,58,7090
1.33,63.7,56,7090
1.33,62.5,58,7090
1.12,62.3,53,7091
1.02,60.7,56,7091
1.24,62.2,59,7092
1.24,62.6,54,7092
1.3,62.5,59,7092
1.13,61.6,58,7092
1.18,61.7,57,7093
1.01,60.4,60,7094
1.21,62.3,58,7094
1.01,60.9,55,7094
1.56,57.6,65,7094
1.16,57.8,67,7094
1.38,61.4,55,7094
1.15,61.7,56,7096
1,63,60,7096
1.2,64,61,7096
1.39,63.8,55,7096
1.01,62.1,57,7098
1.5,63.2,58,7098
1.5,62.1,60,7098
1.5,59.3,58,7098
1.28,62.3,56,7098
1.28,61.2,60,7098
1.14,60.5,60,7099
1.63,62,55.1,7100
1.15,61.6,55,7100
1.02,62.7,58,7101
1.03,63.3,57,7102
1.29,57.9,61,7102
1.51,61.8,57,7103
1.36,61.9,56,7104
1.22,62.7,56,7105
1.24,61.8,58,7106
1.14,60.2,60,7106
1.41,59.1,57,7106
1.01,63.2,58,7107
1.31,62.2,58,7107
1.13,59.7,59,7108
1.52,61.9,57,7108
1.11,61.7,56,7109
1.52,63.1,61,7109
1.28,61.8,57,7109
1.08,61.9,55,7110
1.21,61.7,53,7111
1.1,61.5,57,7111
1.21,59.1,59,7113
1.16,61.7,57,7113
1,63.1,56,7114
1.2,62.4,58,7114
1,62.6,58,7114
1,62.7,53,7114
1.1,61.1,57,7115
1.23,62.1,57,7117
1.07,62,58,7118
1.02,62.7,55,7118
1.32,62.4,58,7119
1.03,62,57,7119
1.03,61.7,54,7119
0.94,61.2,57,7120
1.01,62.2,57,7122
1.06,61.4,60,7123
1.59,62.2,58,7123
1.15,62.7,57,7123
1.32,60.5,59,7125
1.51,60.6,57,7125
1.27,62.3,58,7125
1.29,61.9,55,7126
1.01,61.3,58,7127
1.01,63.3,60,7127
1.01,59.8,56,7127
1.01,63.8,60,7127
1.01,63.1,60,7127
1.01,62.4,61,7127
1.44,58.2,61,7128
1.16,60.7,58,7128
1.02,61,61,7129
1.02,61.6,55,7129
1.23,62.2,55,7130
1.06,62,58,7130
1.06,62.8,56,7130
1.3,60.2,59,7130
1.19,62.3,58,7130
0.91,61.1,61,7131
2.27,68.6,56,7131
1.06,61.7,57,7132
1.27,61.4,59,7133
1.21,62.2,55,7134
1,63.8,60,7134
1.01,63.8,55,7135
1.51,62.4,58,7136
1.11,61.2,56,7136
1.01,62.5,54,7137
0.32,60.9,57,612
0.32,60.8,56,612
0.32,60.5,59,612
0.32,61.4,56,612
0.31,63.7,56,612
0.31,61.8,59,612
0.3,64.1,55,613
0.3,64.2,56,613
0.31,57.7,62,613
0.32,59.1,59,613
0.41,62.4,55,613
0.41,62.4,53,613
0.41,62.2,54,613
0.41,61.7,55,613
0.41,62.3,54,613
0.37,61,56,613
0.3,66,55,613
0.5,71,57,613
0.37,62.6,63,613
0.5,68.4,54,613
0.33,61.6,56,614
0.33,61.9,55,614
0.33,61.8,57,614
0.33,61.9,56,614
0.26,62.9,56,614
0.32,62.3,57,614
0.32,61.4,54,614
0.39,61,55,614
0.3,58.8,63,614
0.35,62.6,58,614
1.01,62.4,61,7137
1.01,63.2,59,7137
1.03,61.7,56,7137
1.18,62.3,62,7137
1.51,62.9,58,7139
1.51,65.2,56,7139
1.13,62.1,53,7140
1.5,59.5,62,7140
1.7,61.7,56,7140
1.5,60.2,63,7140
1.2,59.1,61,7141
1.21,61,58,7142
1.23,59.2,62,7143
1.32,59.2,58,7143
1.56,61.3,59,7144
1,63,54,7145
1.51,62.7,57,7145
1.12,61.2,58,7145
1.51,62.2,56,7145
1,61.5,63,7146
1.46,62.5,57,7146
1.31,63.4,56.5,7147
1.19,62.4,59,7147
1.13,61.9,56,7147
1.33,61.1,54,7148
1.06,59.6,60,7149
0.92,62.8,58,7150
1.5,63.1,59,7150
1.13,61.9,58,7151
1.19,59.2,60,7152
1.22,58.9,59,7152
1.19,60.8,61,7152
1.12,60.5,56,7153
1.29,61.2,60,7153
1.05,62.6,58,7154
1.64,63.8,58,7154
1.22,63,60,7154
1.51,63.1,58,7154
1.59,62.1,54,7155
1.17,59.4,57,7155
1.05,61.3,57,7155
1.56,61.7,59,7155
1.42,61.9,57,7157
1.36,62,56,7157
1.13,61.6,57,7159
1.06,62.8,55,7160
1.5,64.2,56,7161
1.5,62,63,7161
1.55,58.5,57,7161
1.51,62.6,59,7162
1.32,62,57,7162
1.51,62.4,64,7162
1.24,61.6,59,7162
1,60.3,62,7163
1.32,61.5,61,7163
1,59.7,59,7164
1.01,60.6,57,7167
1.07,62.8,58,7168
1,59.6,57,7168
1,61.3,58,7168
1,63,58,7168
1,60.7,57,7168
1.33,61.9,58,7171
1.14,61.5,57,7171
1.14,63.4,58,7171
1.32,61.6,57,7173
1.1,62.8,56,7174
1.15,60.1,60,7175
1.02,62.3,56,7175
1.16,62.4,56,7175
1.04,61.1,59,7175
1.27,59.2,58,7176
1,63,56,7177
1.5,61.7,56,7177
1.5,63.6,58,7177
1.5,60.5,63,7177
1,62.5,57,7177
1,61.4,56,7177
1.04,63.8,57,7177
1.23,60.2,63,7177
1.01,61.8,58,7178
1.01,60.9,55,7179
1.01,61.9,56,7179
1.01,61.4,57,7179
1.01,61.9,54,7179
1.11,61.3,56,7179
1.23,61.6,54,7181
1.19,62.1,54,7181
1.5,61.5,60,7182
1.35,61.6,62,7182
1.25,62.2,54,7182
1.33,62.5,54,7186
1.52,65.4,58,7186
1.08,62.3,54,7187
1.5,61.4,62,7187
1.5,65.5,53,7187
1.51,65.6,56,7188
1.01,61.9,58,7188
1.31,60.3,58,7189
1.07,60,56,7190
1.57,60.8,61,7190
1,60,65,7190
1.2,60.8,55,7190
1.2,60.7,58,7191
1.03,61.2,59,7192
1.02,61.3,56,7192
1.06,61.3,57,7193
1.12,62.2,54,7193
1.01,60.6,59,7195
1.21,60.4,59,7196
1.02,60.5,56,7197
1.7,62.6,54,7197
1.02,63.7,57,7197
1.02,57.9,59,7197
1.36,57.5,60,7197
1.01,61.6,57,7198
1.07,61.8,55,7198
1.07,62,56,7198
1.14,61.9,56,7199
1,63.9,56,7200
1.22,63.8,55,7201
1.21,62.6,58,7203
1.21,59.6,60,7203
1.16,62.3,57,7203
1.47,61.5,58,7203
1.16,59.9,60,7203
1,60.4,59,7204
1.33,61.1,61,7204
1,61.9,61,7204
2,62.5,57,7204
1.04,63,56,7207
1.19,61.7,56,7207
1.51,63.7,59,7207
1.5,64.2,56,7207
1.51,63.7,59,7208
1.04,61.8,56,7208
1.32,60.8,57,7209
1.01,63.2,56,7209
1.24,58.3,58,7210
1.5,63.4,58,7211
1.5,65.9,56,7211
1.03,62.2,59,7211
1.15,61.1,53,7213
1.4,61.2,56,7213
1.42,59.6,66,7214
0.9,63.4,60,7214
1,60.7,56,7215
1.41,61.4,59,7215
1.22,61.7,56,7215
1.5,63.7,58,7216
1.18,64.9,58,7216
1.18,61.9,55,7216
1.33,62.7,56,7217
1.36,62,56,7218
1.11,62.1,55,7218
1.27,62.1,60,7219
1.27,60.3,56,7219
1.01,61.3,58,7220
1.04,61.9,55,7220
1.07,61.4,57,7222
1.24,62.2,59,7222
1.24,62.6,54,7222
1.24,63,56,7222
1,62.5,54,7223
1.21,62.3,58,7223
1.4,62,60,7225
1.01,59.7,59,7226
2.3,60.2,59,7226
1,65.3,56,7226
1.25,62.9,60,7227
1.09,60.6,57,7227
1.01,61.6,56,7229
1.63,62,55,7229
1.34,62.3,59,7230
0.85,62,56,7230
1.26,61.3,57,7230
1.21,62.2,54.1,7231
1.07,62.4,58,7232
1.51,63.9,63,7233
1.03,62.2,57,7233
1.38,61,60,7233
1.01,63.4,58,7234
1.01,63,59,7234
1.01,62.8,58,7234
1.01,59.4,58,7234
1.51,59.4,62,7235
1.2,62.4,56.6,7235
1.7,63.5,58,7235
1,60.6,57,7235
1.21,62.4,59,7236
1.31,62.5,56,7236
1.09,61.2,56,7238
1.39,60.8,58,7239
1.52,62.3,57,7239
1.01,61.7,58,7240
1.07,61.8,58,7240
1.01,59.3,57,7240
1.53,61.7,57,7240
1.01,58,61,7240
1.01,59.3,58,7240
1.01,62.2,57,7240
1,62.1,59,7242
1.2,62.8,57,7243
1.16,61.7,57,7243
1.48,62.3,58,7244
1,62.6,58,7244
1.05,62.3,59,7244
1.61,62.2,59,7245
1.21,62.3,58,7246
1.25,60.4,59,7246
1.05,61.5,55,7247
1.07,63.1,56,7250
1.21,61.9,55,7250
1.7,59.4,59,7250
1.03,63.3,59,7251
1.02,58.9,59,7253
1.5,60.6,59,7253
1.51,60.6,57,7255
1.06,62.3,56,7255
1.51,63.6,58,7255
1.14,62.5,56,7255
1.55,61.5,58,7256
1.23,62.5,57,7256
1.21,61.6,59,7257
1.02,62.9,60,7257
1.02,61.9,59,7257
2.31,67.4,56,7257
1.01,62.8,57,7258
1.2,59.4,58,7258
1.2,59.6,58,7258
2,64.9,57,7258
1.5,61.7,59,7258
1,61.9,60,7260
1,60.5,62,7260
1,63.6,59,7260
1.25,60.9,59,7260
1.23,62.2,55,7260
1.23,62.3,56,7260
1.22,62.6,58,7262
1.01,62.1,54,7262
1.5,62.2,62,7266
1.1,62,56,7267
1.01,63.2,59,7267
1.73,61.1,62,7270
1.32,62.3,57,7270
1.05,62.2,53,7270
1.1,62.7,58.5,7272
1.51,62.7,55,7272
1.2,62.4,59,7273
1.07,61.7,56,7273
1.7,62.1,57,7273
1.23,59.2,62,7274
1.2,60.9,57,7274
1.06,61.3,58,7275
1.07,61.9,55,7275
1.07,61.4,57,7275
1.06,61.9,55,7275
1.14,62,59,7275
1.11,60.4,58,7275
1.23,61.3,53,7276
1.75,61.5,54.9,7276
1.05,60.2,58,7276
1.31,62.5,58,7277
1.01,61.2,57.5,7277
1.02,63.7,55,7277
1.31,63.4,57,7277
1.19,62.4,59,7277
1.01,62.8,57,7278
1.21,62,58,7279
1.21,62.4,60,7279
1.01,63.1,59,7279
1,61,58,7280
1.06,59.6,60,7280
1,59.8,60,7281
1.09,60,57,7281
1,60,60,7281
1.2,60.1,59,7282
1.32,62.8,56,7283
1.05,65.6,58,7283
1.22,58.9,59,7283
1.47,62.3,57,7284
0.9,62.8,54,7286
1.07,61.5,56,7286
1.01,59.2,59,7287
1.54,61.6,58,7287
1.01,61.5,57,7288
1.36,61.7,59,7288
1.25,62.3,58,7289
1.01,59.5,60,7290
1.01,61.2,57,7290
1.13,61.6,57,7290
1.5,64.1,55,7291
1.5,62,63,7291
1.5,64.2,56,7291
1.24,55.6,67,7291
1.5,62.3,59,7291
1.5,64.2,61,7291
1.02,61.3,59,7292
1.09,62.8,57,7292
1.02,62.3,60,7292
0.35,62.3,57,614
0.35,61.7,59,614
0.35,61.1,59,614
0.35,62.6,59,614
0.35,61.2,57,614
0.35,62.3,56,614
0.35,61.3,59,614
0.35,62.7,57,614
0.35,61.9,58,614
0.35,60.9,55,614
0.35,62.9,58,614
0.3,63.4,56,614
0.35,59.7,60,614
0.35,61.2,58,614
0.35,60.7,59,614
0.3,62.6,62,614
0.35,62,56,614
0.35,61,57,614
0.35,60.8,60,614
0.36,59.9,60,615
0.35,62.5,53,615
0.34,62.4,55,615
0.3,62.3,54,615
0.3,62,57,615
0.3,62.5,56,615
0.33,60.8,60,615
0.32,62.2,55,616
0.34,60.8,56,616
0.34,61.4,55,616
0.36,61.1,60,616
1.51,62.6,59,7292
1.51,58.7,59,7292
1.14,58.3,60,7293
1.01,64.2,57,7293
1.2,62,57,7294
1.04,61.7,57,7294
1.04,61.5,56,7294
2.01,58.7,66,7294
1.08,62.3,57,7295
1.03,60.7,56,7296
1.27,59.8,57,7297
1.23,62,55,7299
1.5,56.1,62,7300
1.33,61.9,58,7302
1.63,61.5,60,7302
1.01,62.2,62,7303
1.52,64.9,56,7303
1.54,63.3,60,7304
1.25,62.1,56,7305
1.34,61.5,58,7305
1.01,62.6,57,7306
1.01,58.2,55,7306
1.5,60.5,63,7308
1.5,63.6,58,7308
1.5,61.7,56,7308
1.2,62.7,57,7310
1.11,62.8,56,7310
1.22,60.8,59,7310
1.39,62.7,58,7311
1.02,60,59,7311
1.27,59.2,60,7312
1.23,62.5,56,7313
1.23,62.3,58,7313
1.51,64.3,58,7314
1.51,58.4,60,7314
1.42,61.6,58,7316
1.21,63,58,7318
1.2,62,55,7318
1.55,62,56,7319
1.37,59.4,61,7319
1.52,63.1,60,7320
1.21,62.2,58,7320
1.51,63,59,7321
1.02,61.3,57,7324
1.02,61,57,7324
1.41,62.7,56,7324
1.33,62.6,55,7325
1.11,62.2,56,7326
1.02,62,56,7326
1.56,60.8,59,7326
1.25,62.7,59,7328
1.03,61.8,59,7328
1.19,61.6,56,7328
1.05,61.2,55,7329
1.01,62.9,60,7332
1.01,62.4,59,7332
1.3,62.1,59,7333
1.58,64.7,58,7333
1.06,62.1,55,7334
1.21,62.6,58,7334
1.13,64.5,55,7335
1.23,62.1,55,7336
1,62.3,61,7336
1.01,62.5,55,7338
1.44,58.1,69,7338
1.2,59.7,59,7338
1.12,58.4,58,7338
1.04,63,56,7338
1.41,58.5,57,7339
1.51,59.9,64,7340
1.51,60.2,62,7340
1.51,62.1,58,7340
1.52,62.5,56,7341
1.33,62,57,7341
1,61.1,60,7343
1.06,61.9,57,7345
1.06,62.8,55,7345
1.4,59.9,60,7345
1.59,61.9,58,7345
1.37,61.5,55,7346
1.01,61.7,55,7347
1.21,61.2,59,7349
1.54,62.9,62,7349
1,63.7,57,7350
1.24,62.4,59,7351
1.02,62,59,7351
1.02,61.9,58,7351
1.01,61.3,58,7352
1.01,59.4,60,7353
1.14,61.9,56,7354
1.01,62.1,56,7355
1.52,61.9,57,7356
1.4,62,60,7357
1.51,60.7,60,7357
1.09,61.2,56,7357
1.05,62.2,57,7357
1.02,61.5,55,7357
1.46,59.7,59,7358
1.24,61.2,59,7358
1.31,62.2,56,7358
1.21,59.1,61,7359
1.2,60.3,57,7362
1.51,61.2,58,7362
1.12,62.1,55,7364
1.5,62.1,59,7365
1.37,62.5,59,7365
1.51,63.9,63,7365
1.03,62.2,57,7365
1.25,62.2,57,7365
1.01,60.6,57,7366
1.01,59.4,58,7366
1.01,63,59,7366
1.01,63.4,58,7366
1,59.4,56,7367
1.2,61.5,56,7367
1.5,59.6,60,7368
1.13,62.1,56,7369
1.01,61.5,54,7370
1.52,63.3,56,7370
1.52,63.5,58,7370
1,61.3,58,7370
1.2,63.1,57,7371
1.14,62,55,7371
1.11,61.9,58,7371
1.01,61.7,58,7372
1.22,60.5,58,7372
1.2,61.9,58,7372
1.2,61.6,57,7372
1.2,62.7,56,7372
1.05,60.4,56,7373
1.04,61.2,58,7375
1.09,62.5,58,7378
1.25,60.4,59,7378
1.2,62.2,58,7380
1.51,61.7,65,7384
1.09,60.9,54,7385
1.57,60.8,59,7385
1.57,62.8,57,7385
1.23,61.3,55,7387
1.46,62.8,57,7387
1.52,62.3,56,7388
1.52,64.9,58,7388
1.52,65,57,7388
1.32,62.3,58,7389
1.02,61.9,59,7389
1.19,61.9,58,7389
1.53,62.7,62,7389
1.25,62,58,7389
1.02,62.9,60,7389
1.03,61.2,57,7391
1.03,62.4,56,7391
1,58.7,62,7392
1,64.4,55,7392
1.5,60.8,58,7392
1.5,62.7,57,7392
1.03,62.3,56,7392
1,60.5,62,7392
1,61.9,60,7392
1,63.6,59,7392
1,59.8,58,7392
0.9,61.9,59,7393
1.22,62.3,59,7395
1.22,62.6,58,7395
1.31,59.3,59,7395
1.19,58.9,61,7397
1.04,63.2,57,7399
1.1,58.4,60,7399
1.51,62.5,59,7400
1.26,60.8,57,7400
1.5,62.4,60,7402
1,62.6,55,7403
2.04,61.1,61,7403
1.13,58.6,59,7404
1.13,60,60,7404
1.13,61.7,54,7404
1.2,62.4,59,7405
1.1,61.9,56.7,7405
1.53,61.6,56,7406
1.06,61.3,58,7408
1.64,62.5,58,7409
1.14,61.1,57,7409
1.75,61.5,55,7409
1.01,61.2,58,7409
1.01,60.4,59,7409
1.01,62.9,55,7411
1.01,60.9,58,7411
1.01,63.1,59,7412
1.01,60.8,57,7412
1.17,61.3,56,7413
1.2,62.6,57,7413
1.17,62,56,7413
1.25,60.3,54,7414
1.7,62.2,59,7414
1.32,61.9,57,7414
0.97,61.9,54,7415
1.07,62.4,57,7415
1.31,61.4,59,7415
1.04,60.7,56,7415
1.28,62.4,58,7415
1.55,61.7,57,7416
1.21,63.1,60,7416
1.21,63.1,58,7416
1.51,59.6,60,7418
1.51,60.2,59,7418
1.51,62.8,59,7418
1.51,62.8,59,7418
1.51,62.3,59,7418
1.53,62.9,59,7418
1.22,62.3,55,7418
1.44,62.1,55,7419
1,61.4,58,7420
1.01,61.5,57,7421
1.36,61.7,59,7421
2.03,59.4,59,7421
1.09,60.2,61,7422
1.01,61.9,59,7422
1.17,62,57,7423
1.25,62,58,7423
1.56,59.6,58,7424
1.21,61.9,57,7424
1.26,61.7,56,7424
1.3,62.2,58,7426
1.21,62.6,54.8,7426
1.21,62.9,55,7426
1.5,63.3,57,7428
1.34,60.2,56,7429
1.03,60.7,56,7429
1.01,63.1,56,7430
1.01,61.6,57,7430
1.22,60.4,57,7430
1.23,59.5,59,7431
1.17,62.4,56,7432
1.52,64.6,55,7433
1.5,58.4,65,7434
1.19,63.8,55,7437
1.42,61.8,61,7437
1.54,63.3,60,7437
1.12,62.8,56,7437
1.47,59.1,56,7438
1.47,62.6,58,7438
1.47,59.3,59,7438
1.34,61.5,58,7438
1.18,60.9,56,7439
1.07,61,57,7440
1.02,62.4,57,7440
1.05,62.8,58,7440
1.51,60.6,60.2,7441
1.51,61.8,59,7441
1.51,63,58,7441
1.51,63.5,60,7441
1.11,61.4,56,7443
1.09,61.2,56,7443
1.21,62.6,58,7445
1.39,62.7,58,7445
1.01,63.1,58,7448
1,61.9,58,7450
1.01,59.3,57,7451
1.16,62.5,56,7451
1,61.1,60,7452
1,63.1,58,7453
1,59.5,61,7453
1.54,61.2,59,7453
1,63,56,7453
1.1,61.4,56,7453
1.34,61.7,58,7453
1.21,62.2,58,7454
1.01,62.9,58,7455
1.51,63,57,7455
1.07,61.6,57,7457
1.04,62.3,56,7457
1.04,61.5,57,7457
1.01,60.4,59,7458
1.31,62.5,58,7459
1.13,61.6,57,7459
1.04,62,55,7459
1.5,62,63,7459
1.11,62.2,56,7459
1.5,65.8,57,7459
1.5,63.5,58,7459
1.29,60.9,59,7463
1.2,61.5,53,7463
1.7,62,53,7464
1.7,63.6,59,7464
1.01,61.3,57,7465
1.01,62.5,54,7465
1.01,62.5,58,7465
1.01,62,57,7465
1.02,60.2,56,7465
1.01,61.6,60,7466
1.19,62.5,54,7466
1.01,62.9,60,7466
1.01,62.4,59,7466
1.01,61.7,59,7466
1.01,63.6,54,7466
1.52,62.6,58,7467
1.04,61.8,56,7467
1,58.4,60,7467
1.51,67.2,53,7468
1.5,68.8,57,7469
1.11,62,56,7472
0.37,61.6,59,616
0.37,62.4,59,616
0.37,60.3,58,616
0.37,62.5,58,616
0.37,61.5,59,616
0.37,62.3,59,616
0.37,62.4,54,616
0.39,63.1,56,616
0.3,63.5,53,616
0.39,61,62,616
0.3,62.4,55,616
0.39,61.6,59,616
0.39,63.5,58,616
0.3,62.3,56,616
0.31,62.3,59,617
0.38,61.4,57,617
0.29,63.2,60,617
0.29,62.7,62,617
0.42,60.7,61,617
0.4,64.2,57,617
0.31,59.9,59,617
0.32,61.6,56,618
0.31,64.1,61,618
0.3,61.7,54.6,618
0.26,62.4,53,618
0.26,62.1,54,618
0.31,64.7,56,618
0.29,60,57,619
0.29,59.2,58,619
0.32,60.1,60,619
1.33,61.5,59,7472
1.11,61.7,55,7473
1.2,60.8,58,7473
1.42,62.2,56,7475
1.5,61.2,59,7476
1.51,59.5,61,7476
1.5,65.8,57,7476
1.03,59.5,57,7477
1.03,61.5,58,7477
1.26,62.5,56,7477
1.45,61.9,59,7477
1.06,61.9,57,7479
1.59,62,58,7479
1.06,59.3,55,7479
1.4,59.9,60,7479
1.32,61.2,57,7480
1.11,58.5,58,7480
1.04,62.8,54,7481
1.03,61.4,55,7481
1.07,62.4,55,7483
1.5,63.2,58,7484
1.57,60.9,58,7484
1.02,61.5,58,7485
1.25,61.6,56,7485
1.07,62.1,54,7485
1.02,61.9,58,7485
1.02,62,59,7485
1.24,62.4,59,7486
1.54,62,56,7486
1.01,59.8,60,7487
1.09,62.1,55.1,7487
1.52,61.9,57,7491
1.52,62,56,7491
1.5,62.6,58,7492
1,60.9,56,7492
1.09,63.9,57,7493
1.24,61.2,59,7493
1.54,62.8,57,7494
1.04,59.4,60,7495
1.12,61,56,7495
1.5,63.1,57,7495
1.5,63.6,58,7495
1.27,60.7,58,7496
1.3,59.9,59,7498
1,57.8,61,7500
1.37,61.3,56,7500
1.5,62.1,59,7500
1.5,64.3,57,7500
1.08,62.1,59,7501
1.41,63.9,60,7501
1.55,62.5,58,7502
1.11,61.5,57.6,7503
1.02,61,58,7503
1.5,60,57,7503
1.5,59.6,60,7503
1.27,60,61,7503
1,61.6,56,7504
1.34,62.5,56,7504
1.13,62.1,56,7504
1.52,63.5,58,7504
1.52,63.3,56,7504
1.52,62.7,59,7506
1.22,60.4,57,7506
1,62.3,56,7507
1.01,61.7,58,7507
1.01,60,59,7508
1.71,63.9,59,7508
1.04,61.1,57,7508
1.2,61.8,58,7508
2.12,60,58,7508
1.1,60.6,58,7509
1.51,55.8,61,7509
1.03,61.3,56.1,7511
1.54,61.8,57,7512
1.07,62,56,7513
1.21,62.9,55,7513
1.29,61.8,55,7513
1.5,61.6,58,7515
1.5,61.2,61,7518
1.51,61.7,65,7519
1.31,60.8,56,7519
1,62.8,53.9,7520
1.5,61.1,56.7,7520
1.09,60.9,54,7520
1.05,61.6,58,7521
1.01,60.9,58,7522
1.08,63,59,7523
1.05,61.1,56,7523
1.25,63.3,57,7525
1.05,61,56,7526
1,61.9,57,7526
1.33,61.6,57,7526
1.5,60.8,58,7526
1.5,62.5,61,7526
1.5,62.7,57,7526
1.31,62.4,58,7527
1,62.3,58,7528
1.01,62.7,55,7528
1.01,63,61,7528
1.01,63.8,55,7528
1.01,63.2,59,7528
1,62.3,53,7528
1.1,61.9,55,7528
1.72,60.1,58,7532
1,63.2,55,7532
1.03,61.7,56,7533
1.51,61.2,59,7534
1.04,63.2,57,7534
1.51,64.9,53,7534
1.15,61.7,58,7535
1.5,62.3,60,7535
1.3,62.4,58,7536
1.02,60.8,59,7539
1.53,62.1,59,7539
1.02,63.2,58,7539
1.02,62.8,58,7539
1.02,62.7,55,7539
1.1,61.9,57,7540
1.06,62.3,59,7541
0.92,61.9,58,7544
1.51,58.8,59,7544
1.24,61.8,56,7544
1.21,62.3,55.7,7546
1.2,61.9,56,7548
1.17,62,56,7548
1.17,61.3,56,7548
1.08,62,54,7548
1.08,59.4,59,7548
1.36,64.3,59,7549
1.35,62.3,57,7549
1.6,62.7,58,7550
1.6,62.2,58,7550
1.1,61.3,57,7550
1.31,61.4,59,7550
1.53,61.4,58,7550
1.17,61.4,56,7550
1.07,62.4,57,7550
1.03,60.2,54,7550
1.08,61.4,56,7551
1.08,61,56,7553
1,56.8,58,7553
1.51,62.8,59,7553
1.51,62.3,59,7553
1.51,62.8,59,7553
1.51,60.2,59,7553
1.51,59.6,60,7553
1.51,59.2,59,7553
1.56,59.2,59,7554
1.53,62.9,59,7554
1.21,62.5,59,7555
1,60.1,63,7556
1.51,62.2,60,7557
1.47,61.8,58,7557
1.52,62,60,7559
1.5,69.6,62,7560
1.5,63.1,54,7560
1.5,61.1,58,7560
1.25,59.3,57,7560
1.18,62,57,7560
1.21,59.9,59,7562
1.21,62.6,55,7562
1.21,62.9,55,7562
1.24,63.5,55,7563
1.07,61,54,7564
1.02,61.7,56,7564
1.17,62.4,56,7564
1.01,61.6,57,7565
1.01,63.1,56,7565
1.26,63.8,52,7567
1.3,61.5,58,7567
1,61.2,62,7567
1.21,62.3,58,7568
1.17,62.4,56,7568
1,62.1,57,7569
1.13,61.6,55,7571
1,61.6,60,7572
1.47,59.3,59,7573
1.25,62.4,55,7573
1.47,59.1,56,7573
1.02,62.8,55,7574
1.01,62.1,58,7575
1.01,63.1,58,7575
1.51,59.7,59,7577
1.07,61.6,57,7577
1.07,61.7,55,7577
1.51,62.3,59,7577
1.23,61.1,58,7577
1.51,63.8,57,7577
1.51,61.8,57,7577
1.51,60.4,56,7577
1.64,63,58,7579
1.44,62.9,59,7580
1.52,61.3,60,7582
1.52,61.7,57,7582
1.09,59.8,61,7583
1.56,58.7,63,7583
1,59.8,59,7584
1.4,61.6,59,7584
1.56,62.9,58,7584
1.22,62.8,56,7584
1.51,61.3,61,7585
1.51,63.1,56,7585
1.02,62.4,58,7587
1.15,61.6,55,7587
1.03,60.8,57,7587
1.03,61.7,56,7587
1.12,63,57,7587
1.09,61.3,60,7588
1,61.1,60,7588
1.01,61.5,57,7589
1.12,62.8,57,7589
1.54,59.4,61,7589
1.12,61.9,55,7589
1.54,60.1,61,7589
1.16,62.9,55,7589
1.06,61.4,56,7589
1,63.1,58,7589
1.54,61.2,59,7589
1,59.5,61,7589
1.1,61.4,56,7589
1.21,63,57,7589
1.36,62,59,7592
1.58,61.6,56,7592
1.06,61.2,57,7592
1.58,61,58,7592
1.07,61.6,57,7593
1.06,60.7,56,7594
1.06,61.6,56,7594
1.07,59.4,57,7597
1.01,63.9,58,7597
1.01,62,58,7597
1.01,62.5,54,7597
1.09,62.9,58,7598
1.28,62.2,56,7598
1.52,63.1,55,7600
1.16,62.2,55,7600
1.01,62,57,7602
1.02,62.6,59,7602
1.02,63.9,56,7602
1.02,62.2,60,7602
1.11,62,57,7602
1.01,60.6,57,7602
1.01,61.3,57,7602
1.01,62.5,58,7602
1.01,62.5,54,7602
1.01,62.6,54,7602
1.2,63.3,58,7603
1.2,61.4,60,7603
1.46,61.4,59,7604
1,61,59,7607
1,62.9,57,7607
1.53,62,60,7608
1.11,62,56,7608
1.35,61.5,58,7609
1.51,62,62,7610
1.07,60,56,7611
1.21,62.2,60,7611
1.03,59,55,7613
1.03,61.5,58,7614
1.12,60.9,57,7616
1.6,62.8,56,7616
1.32,61.2,57,7617
1.53,62.5,57,7617
1.11,62.2,58,7619
1.35,62.8,57,7619
1.3,61.8,58,7621
1,61.6,61,7623
1.22,62,58,7623
1.11,60.7,59,7623
1.31,62.6,58,7625
1.08,62.5,57,7625
1.06,62.4,55,7627
1.5,61.6,57,7627
1.08,61.9,55,7629
1.34,62.3,60,7630
1.54,61.2,58,7631
1.27,62.4,58,7631
1.02,62.6,57,7632
1.04,59.4,60,7632
1.12,61,56,7632
1.19,62,54,7633
1.12,61,57,7634
1.08,61.8,58,7635
1.41,59.4,59,7636
1.61,60.9,63,7636
1.34,62.4,58,7636
1.5,61.4,56,7636
1.06,61.1,56.5,7637
1.51,62.3,59,7637
1.08,62.1,59,7637
1.55,62.5,58,7638
1.11,61.5,58,7639
1.36,63.8,55,7639
1.57,62,56,7640
1.06,61.4,56,7641
1.53,57.1,56,7643
1.02,62.5,58,7643
1,61.3,62,7644
1.5,58.5,60,7644
1.5,58.5,60,7644
0.32,61.9,53,619
0.33,60.9,56,619
0.29,60.1,56,619
0.29,61.2,56,619
0.29,60.6,55,619
0.4,61.6,55,619
0.32,62.5,61,619
0.3,63.8,56,619
0.3,64.2,57,619
0.41,59.9,60,619
0.36,62.8,57,619
0.36,60.6,56,619
0.36,63.2,56,619
0.35,61.3,56,620
0.27,61.9,58,620
0.27,60.1,58,620
